"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SORL","SORL Auto Parts, Inc.","2.62","50578893.02","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/sorl",
"SRNE","Sorrento Therapeutics, Inc.","2.37","289791968.04","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/srne",
"SOHO","Sotherly Hotels Inc.","6.36","90371644.08","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/soho",
"SFBC","Sound Financial Bancorp, Inc.","33.5","85083769","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sfbc",
"SFST","Southern First Bancshares, Inc.","35.79","266645163.3","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfst",
"SPKE","Spark Energy, Inc.","8.01","279379492.38","n/a","2014","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/spke",
"SPAR","Spartan Motors, Inc.","8.08","284214832.24","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/spar",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","22.7001","107257972.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dwfi",
"SPRO","Spero Therapeutics, Inc.","9.75","177328008","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/spro",
"STXB","Spirit of Texas Bancshares, Inc.","21.67","261204827.51","n/a","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/stxb",
"SPOK","Spok Holdings, Inc.","14","272384924","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","5.26","225855905.1","n/a","2014","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","10.98","180442772.64","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbph",
"FUND","Sprott Focus Trust, Inc.","6.47","168379401.39","n/a","n/a","Consumer Services","Miscellaneous","https://www.nasdaq.com/symbol/fund",
"STND","Standard AVB Financial Corp.","32.045","154126259.69","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stnd",
"GASS","StealthGas, Inc.","3.05","121574717.15","n/a","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/gass",
"STCN","Steel Connect, Inc.","1.69","102434641.66","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/stcn",
"SMRT","Stein Mart, Inc.","1.15","55023403.7","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/smrt",
"SSFN","Stewardship Financial Corp","8.61","74718286.02","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ssfn",
"BANX","StoneCastle Financial Corp","20.15","131947076.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banx",
"SSKN","Strata Skin Sciences, Inc.","2.81","84140071.66","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/sskn",
"STRT","Strattec Security Corporation","34.81","130132207.17","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","24.5","200027065","n/a","n/a","Consumer Services","Homebuilding","https://www.nasdaq.com/symbol/strs",
"SBBP","Strongbridge Biopharma plc","4.79","251125559.92","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sbbp",
"SMMF","Summit Financial Group, Inc.","22","274429364","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","12.3","74617642.5","n/a","2006","n/a","n/a","https://www.nasdaq.com/symbol/ssbi",
"SGC","Superior Group of Companies, Inc.","17.52","267579578.64","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sgc",
"SURF","Surface Oncology, Inc.","5.32","147266771.68","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/surf",
"STRO","Sutro Biopharma, Inc.","10.55","241048341.2","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/stro",
"SYNC","Synacor, Inc.","1.85","72150560.55","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","14.83","131556752.04","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl",
"SNDX","Syndax Pharmaceuticals, Inc.","5.44","135107573.44","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx",
"SGYP","Synergy Pharmaceuticals, Inc.","0.4144","102786657.5344","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","7.72","196456467.88","n/a","2015","n/a","n/a","https://www.nasdaq.com/symbol/sybx",
"SYRS","Syros Pharmaceuticals, Inc.","5.96","200581439.84","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs",
"TTOO","T2 Biosystems, Inc.","3.53","155456801.62","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo",
"TLC","Taiwan Liposome Company, Ltd.","6.4","32000000","5000000","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlc",
"TLF","Tandy Leather Factory, Inc.","5.77","52819780.16","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","1.78","51091770.76","n/a","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh",
"TATT","TAT Technologies Ltd.","6.7499","59903310.5304","n/a","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TGEN","Tecogen Inc.","3.74","92825476.04","n/a","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen",
"TNAV","Telenav, Inc.","4.53","205031143.14","n/a","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav",
"TLGT","Teligent, Inc.","1.84","98944566.64","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt",
"TZAC","Tenzing Acquisition Corp.","9.97","82402678.11","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tzac",
"TBNK","Territorial Bancorp Inc.","27.45","264781464.75","n/a","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk",
"TESS","TESSCO Technologies Incorporated","15.6983","132699268.3334","n/a","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess",
"TTPH","Tetraphase Pharmaceuticals, Inc.","1.19","63814603.23","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph",
"TCBIP","Texas Capital Bancshares, Inc.","25.0476","150285600","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip",
"WTER","The Alkaline Water Company Inc.","3.6","93089023.2","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/wter",
"BPRN","The Bank of Princeton","29.93","199060209.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bprn",
"TCFC","The Community Financial Corporation","29.86","166549106.76","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc",
"XONE","The ExOne Company","7.72","125835629.44","n/a","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone",
"HABT","The Habit Restaurants, Inc.","11.005","286672194.34","n/a","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt",
"INTG","The Intergroup Corporation","32.2","75016758.6","n/a","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg",
"JYNT","The Joint Corp.","8.18","112345698.74","n/a","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt",
"STKS","The ONE Group Hospitality, Inc.","3.1658","89572834.9516","n/a","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks",
"TST","TheStreet, Inc.","2.13","106920259.65","n/a","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tst",
"TCRD","THL Credit, Inc.","6.75","220546732.5","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/tcrd",
"TIBR","Tiberius Acquisition Corporation","9.93","214115625","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibr",
"TSBK","Timberland Bancorp, Inc.","28.1","233606624.3","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/tsbk",
"TIPT","Tiptree Inc.","5.89","211668971.23","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tipt",
"TMDI","Titan Medical Inc.","3.56","77166022.44","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tmdi",
"TLSA","Tiziana Life Sciences plc","6.75","3409121.25","505055","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlsa",
"TOCA","Tocagen Inc.","10.02","199931875.62","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca",
"TRCH","Torchlight Energy Resources, Inc.","0.9709","68072105.8584","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/trch",
"TOTA","Tottenham Acquisition I Limited","9.93","59232450","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tota",
"CLUB","Town Sports International Holdings, Inc.","6.07","164996488.16","n/a","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club",
"TACT","TransAct Technologies Incorporated","10.62","78492717.36","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",
"TRNS","Transcat, Inc.","21.44","154442975.68","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns",
"TGA","TransGlobe Energy Corporation","1.86","134301986.34","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga",
"TBIO","Translate Bio, Inc.","5.71","257761333.9","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tbio",
"TA","TravelCenters of America LLC","5.24","208384922.6","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta",
"TZOO","Travelzoo","13.38","162042784.98","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TDAC","Trident Acquisitions Corp.","10.04","264114750","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tdac",
"TRIB","Trinity Biotech plc","2.78","66599973.5","23956825","1992","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/trib",
"TUES","Tuesday Morning Corp.","1.74","81303086.88","n/a","1999","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/tues",
"HEAR","Turtle Beach Corporation","15.22","216726544.58","n/a","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/hear",
"TWLV","Twelve Seas Investment Company","9.89","264844310","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/twlv",
"TWIN","Twin Disc, Incorporated","17.98","235313465.76","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TRCB","Two River Bancorp","16","137429824","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/trcb",
"TYME","Tyme Technologies, Inc.","2.33","240004797.83","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tyme",
"UFPT","UFP Technologies, Inc.","32.73","241325065.11","n/a","1993","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/ufpt",
"UPL","Ultra Petroleum Corp.","0.8169","160973071.9527","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/upl",
"ULBI","Ultralife Corporation","7.8901","125899777.1977","n/a","1992","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ulbi",
"UNB","Union Bankshares, Inc.","47.19","210748227.69","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unb",
"UBCP","United Bancorp, Inc.","11.34","65125824.12","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubcp",
"UBOH","United Bancshares, Inc.","21.2055","69328371.069","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/uboh",
"UBFO","United Security Bancshares","10.33","175058605.26","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ubfo",
"UG","United-Guardian, Inc.","18.61","85500276.59","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/ug",
"UNTY","Unity Bancorp, Inc.","19.93","214430357.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/unty",
"USAP","Universal Stainless & Alloy Products, Inc.","17.21","150157077.9","n/a","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/usap",
"UMRX","Unum Therapeutics Inc.","3.92","117558730.24","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/umrx",
"UONE","Urban One, Inc. ","2.43","114211594.08","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uone",
"UONEK","Urban One, Inc. ","2.12","99641390.72","n/a","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/uonek",
"UROV","Urovant Sciences Ltd.","8.62","261383492.82","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urov",
"USAK","USA Truck, Inc.","18.71","156449371.55","n/a","1992","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/usak",
"UTSI","UTStarcom Holdings Corp","3.38","121319762.98","n/a","2000","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/utsi",
"VCNX","Vaccinex, Inc.","4.9848","57204313.6152","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vcnx",
"VALU","Value Line, Inc.","19.69","190782986.46","n/a","1983","Finance","Investment Managers","https://www.nasdaq.com/symbol/valu",
"PPH","VanEck Vectors Pharmaceutical ETF","57.36","231627595.68","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pph",
"VTWG","Vanguard Russell 2000 Growth ETF","134.4","265440000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwg",
"VTWV","Vanguard Russell 2000 Value ETF","102.56","238452000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtwv",
"VTC","Vanguard Total Corporate Bond ETF","81.1262","99379595","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vtc",
"BNDW","Vanguard Total World Bond ETF","75.24","90288000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bndw",
"VBIV","VBI Vaccines, Inc.","1.64","159643794.28","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vbiv",
"VTIQ","VectoIQ Acquisition Corp.","9.85","291954000","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/vtiq",
"VSTM","Verastem, Inc.","3.3","243511435.2","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vstm",
"VERI","Veritone, Inc.","5.26","101666742.28","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/veri",
"VRML","Vermillion, Inc.","0.7104","53551858.7136","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/vrml",
"VRNA","Verona Pharma plc","5.9654","54945975.0812","9210778","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrna",
"VRCA","Verrica Pharmaceuticals Inc.","11.07","284458826.97","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vrca",
"VTNR","Vertex Energy, Inc","1.44","57851742.24","n/a","n/a","Energy","Integrated oil Companies","https://www.nasdaq.com/symbol/vtnr",
"VERU","Veru Inc.","1.4","87664938.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/veru",
"CSF","VictoryShares US Discovery Enhanced Volatility Wtd ETF","40.49","103249500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/csf",
"VIRC","Virco Manufacturing Corporation","4.18","64965376.08","n/a","n/a","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/virc",
"VOXX","VOXX International Corporation","5.12","123899156.48","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/voxx",
"VYGR","Voyager Therapeutics, Inc.","8.45","275105585.3","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/vygr",
"VTVT","vTv Therapeutics Inc.","2.93","127282967.98","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vtvt",
"VUZI","Vuzix Corporation","4.4","121385008.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vuzi",
"WEBK","Wellesley Bancorp, Inc.","29.145","73612400.85","n/a","2012","Finance","Banks","https://www.nasdaq.com/symbol/webk",
"WNEB","Western New England Bancorp, Inc.","8.92","261497266.04","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/wneb",
"WPRT","Westport Fuel Systems Inc","1.55","206061470.2","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wprt",
"WEYS","Weyco Group, Inc.","27.17","275386425.6","n/a","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/weys",
"WHF","WhiteHorse Finance, Inc.","13.46","276549590.72","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/whf",
"WLFC","Willis Lease Finance Corporation","38.44","238671692.04","n/a","1996","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/wlfc",
"WIN","Windstream Holdings, Inc.","2.82","121079356.44","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/win",
"CXSE","WisdomTree China ex-State-Owned Enterprises Fund","67.1884","147814480","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cxse",
"DGRE","WisdomTree Emerging Markets Quality Dividend Growth Fund","23.84","66752000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dgre",
"DXGE","WisdomTree Germany Hedged Equity Fund","28.3235","53814650","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dxge",
"HYZD","WisdomTree Interest Rate Hedged High Yield Bond Fund","23.14","254540000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hyzd",
"AGZD","WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund","47.45","80665000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/agzd",
"DXJS","WisdomTree Japan Hedged SmallCap Equity Fund","38.9521","93485040","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dxjs",
"HYND","WisdomTree Negative Duration High Yield Bond Fund","20.25","54675000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/hynd",
"DGRS","WisdomTree U.S. SmallCap Quality Dividend Growth Fund","34.2707","118233915","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/dgrs",
"WKHS","Workhorse Group, Inc.","0.905","52735195.27","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/wkhs",
"WRTC","Wrap Technologies, Inc.","3.72","101796338.04","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/wrtc",
"XBIT","XBiotech Inc.","6.07","217426016.04","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xbit",
"XENE","Xenon Pharmaceuticals Inc.","7.92","199903556.16","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xene",
"XOMA","XOMA Corporation","12.65","109814371.7","n/a","1986","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xoma",
"XNET","Xunlei Limited","3.4","132285911.4","38907621","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/xnet",
"YTRA","Yatra Online, Inc.","5.06","228376790.18","n/a","n/a","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/ytra",
"YGYI","Youngevity International, Inc.","6.66","172590929.64","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/ygyi",
"YRCW","YRC Worldwide, Inc.","5.78","195644723.04","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/yrcw",
"ZFGN","Zafgen, Inc.","4.53","167024633.4","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zfgn",
"ZYNE","Zynerba Pharmaceuticals, Inc.","3.77","66453311.21","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/zyne",
